YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,STATE,LATITUDE,LONGITUDE,DEATHS,INJURIES,Depth
1966,10.0,2.0,2.0,24.0,57.0,5.2,7.0,CHINA,CHINA:  JILIN PROVINCE,no info,43.83,125.12,0.0,0.0,0.0
1966,10.0,17.0,21.0,41.0,56.0,8.1,9.0,PERU,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",no info,-10.748,-78.638,110.0,3000.0,38.0
1966,10.0,29.0,2.0,39.0,29.4,5.7,0.0,GREECE,GREECE:  CENTRAL,no info,39.2,21.2,1.0,23.0,20.0
1966,12.0,28.0,8.0,18.0,7.4,7.8,8.0,CHILE,"CHILE:  TALTAL, CATALINA",no info,-25.5,-70.7,3.0,6.0,47.0
1966,12.0,31.0,18.0,23.0,11.1,7.8,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,no info,-11.892999999999999,166.445,0.0,0.0,83.0
1966,12.0,31.0,22.0,15.0,16.6,7.2,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,no info,-12.334000000000001,166.68400000000003,0.0,0.0,23.0
1967,1.0,4.0,5.0,58.0,0.0,6.0,0.0,GREECE,GREECE,no info,38.4,22.0,0.0,0.0,10.0
1967,1.0,5.0,0.0,14.0,0.0,7.5,10.0,MONGOLIA,MONGOLIA,no info,48.1,102.8,0.0,0.0,35.0
1967,1.0,24.0,14.0,45.0,12.0,5.5,7.0,CHINA,CHINA:  SICHUAN PROVINCE,no info,30.2,104.1,0.0,0.0,0.0
1967,2.0,9.0,14.0,4.0,48.0,5.6,0.0,ALBANIA,ALBANIA:  GJIROKASTEV,no info,40.0,20.2,0.0,0.0,33.0
1967,2.0,9.0,15.0,24.0,0.0,6.8,9.0,COLOMBIA,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",no info,2.9,-74.9,98.0,0.0,60.0
1967,2.0,19.0,22.0,14.0,35.3,6.8,9.0,INDONESIA,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",no info,-9.2,113.1,54.0,300.0,80.0
1967,3.0,19.0,4.0,1.0,38.5,7.0,8.0,RUSSIA,RUSSIA:  KURIL ISLANDS,no info,45.53,151.11,0.0,0.0,38.0
1967,3.0,27.0,8.0,58.0,20.0,6.3,7.0,CHINA,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",no info,38.5,116.5,0.0,0.0,30.0
1967,4.0,11.0,5.0,9.0,12.1,5.5,0.0,INDONESIA,INDONESIA:  MAKASSAR STRAIT,no info,-3.7,119.3,58.0,100.0,33.0
1967,4.0,12.0,4.0,51.0,50.2,6.1,0.0,INDONESIA,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",no info,5.5,97.3,14.0,0.0,100.0
1967,5.0,1.0,7.0,8.0,0.0,5.9,0.0,GREECE,GREECE,no info,39.5,21.2,9.0,0.0,55.0
1967,7.0,13.0,2.0,10.0,20.0,5.0,0.0,ALGERIA,ALGERIA:  NEAR SIG,no info,35.5,-0.1,10.0,15.0,13.0
1967,7.0,22.0,16.0,57.0,0.0,7.3,10.0,TURKEY,"TURKEY:  MUDURNU, ADAPAZARI",no info,40.7,30.8,86.0,0.0,4.0
1967,7.0,26.0,18.0,53.0,0.0,6.2,0.0,TURKEY,TURKEY:  TUNCELI,no info,39.5,40.4,97.0,0.0,8.0
1967,7.0,29.0,10.0,24.0,24.6,6.8,0.0,COLOMBIA,COLOMBIA,no info,6.8,-73.0,20.0,0.0,161.0
1967,7.0,29.0,23.0,59.0,58.7,6.5,8.0,VENEZUELA,VENEZUELA,no info,10.6,-67.3,300.0,1536.0,10.0
1967,8.0,13.0,22.0,7.0,47.5,5.3,8.0,FRANCE,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",no info,43.2,-0.5,1.0,80.0,15.0
1967,8.0,13.0,22.0,15.0,10.0,6.4,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,no info,-4.4,152.5,0.0,0.0,30.0
1967,8.0,30.0,4.0,22.0,3.0,6.8,9.0,CHINA,CHINA: SICHUAN PROVINCE,no info,31.6,100.3,0.0,0.0,10.0
1967,9.0,3.0,21.0,7.0,30.8,7.0,0.0,PERU,PERU:  OFF COAST,no info,-10.6,-79.8,0.0,0.0,40.0
1967,10.0,25.0,0.0,59.0,22.6,7.0,0.0,TAIWAN,TAIWAN:  HUALIEN,no info,24.5,122.2,2.0,0.0,65.0
1967,11.0,15.0,21.0,32.0,54.0,5.9,0.0,CHILE,CHILE:  NORTHERN,no info,-28.78,-71.19,0.0,0.0,35.0
1967,11.0,30.0,7.0,23.0,0.0,6.5,10.0,ALBANIA,ALBANIA,no info,41.5,20.5,18.0,0.0,29.0
1967,12.0,2.0,20.0,5.0,48.0,5.7,7.0,CHINA,CHINA:  HEBEI PROVINCE:  SHULU,no info,37.717,115.21700000000001,0.0,0.0,25.0
1967,12.0,10.0,22.0,51.0,0.0,6.5,8.0,INDIA,INDIA,no info,17.7,73.9,180.0,0.0,33.0
1967,12.0,18.0,14.0,7.0,45.0,5.4,6.0,CHINA,CHINA:  SHANXI PROVINCE,no info,36.467,111.21700000000001,0.0,0.0,30.0
1967,12.0,21.0,2.0,25.0,23.0,7.5,0.0,CHILE,CHILE:  NORTHERN,no info,-21.7,-69.5,1.0,0.0,33.0
1968,1.0,4.0,10.0,3.0,0.0,4.6,0.0,NICARAGUA,NICARAGUA:  MANAGUA,no info,12.1,-86.2,0.0,0.0,5.0
1968,1.0,15.0,2.0,1.0,8.5,6.0,0.0,ITALY,ITALY:  SICILY,no info,37.9,13.1,216.0,563.0,33.0
1968,1.0,25.0,9.0,56.0,48.7,5.1,0.0,ITALY,ITALY:  SICILY,no info,37.8,13.2,8.0,55.0,33.0
1968,1.0,29.0,10.0,19.0,7.2,7.3,0.0,RUSSIA,RUSSIA:  S. KURIL ISLANDS,no info,43.586000000000006,146.701,0.0,0.0,40.0
1968,2.0,12.0,5.0,44.0,0.0,7.8,8.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,no info,-5.5,153.2,0.0,0.0,74.0
1968,2.0,19.0,22.0,45.0,45.7,7.2,10.0,GREECE,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,no info,39.368,24.956999999999997,20.0,18.0,15.0
1968,2.0,21.0,1.0,45.0,0.0,6.3,0.0,JAPAN,JAPAN:  KYUSHU,no info,32.0,130.6,3.0,0.0,3.0
1968,2.0,25.0,0.0,0.0,0.0,4.9,8.0,ALGERIA,ALGERIA:  EL ALEN (BABORD),no info,36.08,5.07,1.0,4.0,0.0
1968,2.0,28.0,0.0,0.0,0.0,7.6,0.0,AZORES (PORTUGAL),AZORES,no info,37.7,-29.4,0.0,0.0,0.0
1968,3.0,20.0,19.0,2.0,50.3,4.6,0.0,KENYA,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",no info,-0.6,34.4,1.0,1.0,33.0
1968,4.0,1.0,0.0,42.0,4.2,7.5,7.0,JAPAN,"JAPAN:  KYUSHU, SHIKOKU",no info,32.3,132.5,1.0,22.0,30.0
1968,4.0,18.0,19.0,38.0,15.0,4.6,6.0,ITALY,ITALY:  LIGURIA,no info,44.08,8.0,0.0,0.0,7.0
1968,4.0,29.0,17.0,1.0,57.6,5.3,7.0,IRAN,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",no info,39.2,44.3,38.0,100.0,34.0
1968,5.0,2.0,10.0,2.0,0.0,0.0,6.0,IRAN,"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",no info,39.3,44.4,0.0,0.0,0.0
1968,5.0,16.0,0.0,48.0,55.4,8.2,6.0,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,no info,40.8,143.2,52.0,330.0,7.0
1968,5.0,16.0,10.0,39.0,1.6,7.5,0.0,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,no info,41.5,142.7,0.0,0.0,33.0
1968,5.0,23.0,17.0,24.0,0.0,7.1,0.0,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,no info,-41.7,172.0,3.0,0.0,21.0
1968,5.0,28.0,13.0,27.0,18.7,7.7,0.0,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,no info,-2.9,139.3,0.0,0.0,65.0
1968,6.0,9.0,0.0,0.0,0.0,5.0,7.0,ARMENIA,ARMENIA:  ZANGEZUR,no info,39.1,46.1,0.0,0.0,0.0
1968,6.0,12.0,13.0,41.0,50.7,7.2,0.0,JAPAN,JAPAN:  SANRIKU,no info,39.4,143.1,0.0,0.0,44.0
1968,6.0,19.0,8.0,14.0,0.0,7.0,0.0,PERU,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",no info,-5.6,-77.2,15.0,0.0,33.0
1968,6.0,23.0,9.0,16.0,0.0,5.3,0.0,IRAN,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",no info,29.8,51.2,0.0,0.0,32.0
1968,7.0,25.0,7.0,23.0,7.8,7.3,0.0,KERMADEC ISLANDS (NEW ZEALAND),"KERMADEC ISLANDS:  S OF, RAOUL",no info,-30.8,-178.4,0.0,0.0,60.0
1968,8.0,1.0,20.0,19.0,21.9,7.3,0.0,PHILIPPINES,PHILIPPINES:  LUZON:  MANILA,no info,16.5,122.2,270.0,261.0,36.0
1968,8.0,2.0,14.0,6.0,0.0,7.5,7.0,MEXICO,"MEXICO:  OAXACA, GUERRERO",no info,16.5,-97.8,18.0,0.0,36.0
1968,8.0,5.0,7.0,17.0,0.0,0.0,0.0,JAPAN,JAPAN:  SEIKAIDO-NANKAIDO,no info,33.3,132.2,0.0,0.0,10.0
1968,8.0,10.0,2.0,7.0,4.3,7.6,0.0,INDONESIA,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",no info,1.4,126.2,0.0,0.0,25.0
1968,8.0,14.0,22.0,14.0,19.4,7.4,8.0,INDONESIA,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",no info,0.2,119.8,0.0,0.0,23.0
1968,8.0,31.0,10.0,47.0,37.4,7.3,10.0,IRAN,IRAN:  DASHT-E-BAYAZ,no info,34.0,59.0,10488.0,17000.0,13.0
1968,9.0,1.0,5.0,39.0,0.0,5.0,8.0,ARMENIA,ARMENIA:  ZANGEZUR,no info,39.1,46.2,0.0,0.0,24.0
1968,9.0,1.0,7.0,27.0,0.0,6.5,0.0,IRAN,IRAN:  FERDOW,no info,34.0,58.2,700.0,0.0,15.0
1968,9.0,3.0,8.0,19.0,52.2,6.6,8.0,TURKEY,"TURKEY:  BARTIN, AMASRA, CAKRAZ",no info,41.8,32.3,24.0,200.0,38.0
1968,9.0,4.0,23.0,24.0,0.0,5.4,0.0,IRAN,IRAN,no info,33.9,58.2,0.0,0.0,15.0
1968,9.0,20.0,6.0,0.0,0.0,6.2,9.0,VENEZUELA,VENEZUELA:  CARUPANO,no info,10.5,-62.6,3.0,0.0,107.0
1968,9.0,24.0,4.0,19.0,0.0,5.1,0.0,TURKEY,TURKEY,no info,39.2,40.1,2.0,0.0,14.0
1968,9.0,25.0,10.0,38.0,0.0,5.7,0.0,MEXICO,MEXICO-GUATEMALA:  S CHIAPAS,no info,15.5,-92.7,20.0,0.0,114.0
1968,10.0,7.0,19.0,20.0,20.3,7.5,0.0,JAPAN,JAPAN:  BONIN ISLANDS,no info,26.3,140.6,0.0,0.0,516.0
1968,10.0,14.0,2.0,58.0,0.0,6.9,9.0,AUSTRALIA,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",no info,-31.6,117.0,0.0,0.0,5.0
1968,10.0,23.0,21.0,4.0,0.0,7.5,0.0,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",no info,-3.4,143.3,0.0,0.0,21.0
1968,11.0,3.0,4.0,49.0,0.0,5.3,0.0,MONTENEGRO,BALKANS NW:  MONTENEGRO,no info,42.1,19.3,1.0,0.0,17.0
1969,1.0,3.0,3.0,16.0,0.0,5.6,8.0,IRAN,IRAN:  NE KHURASAN PROVINCE,no info,37.1,57.9,50.0,0.0,11.0
1969,1.0,5.0,13.0,26.0,0.0,7.5,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,no info,-7.9,158.9,0.0,0.0,47.0
1969,1.0,19.0,7.0,2.0,4.4,7.6,0.0,JAPAN,JAPAN:  HOKKAIDO,no info,45.0,143.2,0.0,0.0,204.0
1969,1.0,30.0,10.0,29.0,40.4,7.5,0.0,INDONESIA,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",no info,4.8,127.4,0.0,0.0,70.0
1969,2.0,11.0,22.0,8.0,54.0,6.3,7.0,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,no info,41.45,79.367,4.0,0.0,10.0
1969,2.0,23.0,0.0,36.0,56.6,7.4,0.0,INDONESIA,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",no info,-3.1,118.9,64.0,97.0,13.0
1969,2.0,28.0,2.0,40.0,32.5,7.8,7.0,PORTUGAL,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",no info,36.016999999999996,-10.95,13.0,80.0,22.0
1969,3.0,23.0,21.0,8.0,0.0,5.6,8.0,TURKEY,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",no info,39.2,28.5,0.0,0.0,12.0
1969,3.0,28.0,1.0,48.0,0.0,6.5,0.0,TURKEY,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",no info,38.6,28.4,53.0,0.0,9.0
1969,3.0,29.0,9.0,15.0,54.0,6.2,9.0,ETHIOPIA,ETHIOPIA:  SARDO,no info,11.9,41.21,40.0,160.0,35.0
1969,3.0,31.0,7.0,15.0,54.4,7.0,0.0,EGYPT,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",no info,27.7,34.0,2.0,16.0,33.0
1969,4.0,3.0,22.0,12.0,0.0,5.5,0.0,ALBANIA,ALBANIA:  SOUTHERN,no info,40.7,19.8,1.0,0.0,33.0
1969,4.0,21.0,7.0,19.0,0.0,0.0,0.0,JAPAN,JAPAN:  RYUKYU ISLANDS,no info,32.2,132.1,0.0,0.0,41.0
1969,4.0,30.0,20.0,20.0,0.0,5.1,0.0,TURKEY,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",no info,39.2,28.6,0.0,0.0,9.0
1969,7.0,18.0,5.0,24.0,50.0,7.4,0.0,CHINA,CHINA:  BOHAI SEA,no info,38.2,119.4,0.0,0.0,6.0
1969,7.0,24.0,2.0,59.0,0.0,5.9,11.0,PERU,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",no info,-11.9,-75.1,0.0,0.0,1.0
1969,7.0,25.0,22.0,49.0,43.0,6.4,8.0,CHINA,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,no info,22.316999999999997,111.8,3000.0,0.0,5.0
1969,8.0,2.0,4.0,30.0,29.0,5.4,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,no info,-6.6,146.9,0.0,0.0,17.0
1969,8.0,11.0,13.0,55.0,0.0,4.7,7.0,ITALY,ITALY:  PERUGIA,no info,43.2,12.4,0.0,4.0,33.0
1969,8.0,11.0,21.0,26.0,36.0,8.2,9.0,RUSSIA,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",no info,43.6,147.9,0.0,0.0,30.0
1969,9.0,14.0,14.0,46.0,23.0,5.5,7.0,CHINA,CHINA:  XINJIANG PROVINCE,no info,39.7,74.8,0.0,0.0,0.0
1969,9.0,29.0,20.0,3.0,32.8,6.3,0.0,SOUTH AFRICA,SOUTH AFRICA:  CAPE PROVINCE,no info,-32.9,19.7,12.0,0.0,33.0
1969,10.0,1.0,5.0,5.0,0.0,6.2,11.0,PERU,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",no info,-11.7,-75.1,150.0,0.0,43.0
1969,10.0,2.0,4.0,56.0,46.5,4.8,8.0,USA,CALIFORNIA:  SANTA ROSA,CA,38.467,-122.69200000000001,1.0,0.0,10.0
1969,10.0,5.0,1.0,22.0,0.0,5.8,0.0,SOUTH AFRICA,SOUTH AFRICA:  TULBAGH,no info,-33.1,19.6,0.0,0.0,33.0
1969,10.0,26.0,15.0,36.0,0.0,6.0,8.0,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,no info,44.9,17.3,14.0,0.0,33.0
1969,10.0,27.0,8.0,10.0,0.0,6.4,9.0,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",no info,44.9,17.2,9.0,0.0,33.0
1969,11.0,21.0,2.0,5.0,35.0,7.7,0.0,INDONESIA,INDONESIA:  OFF NW COAST SUMATERA,no info,2.1,94.6,0.0,0.0,20.0
1969,11.0,22.0,23.0,9.0,37.0,7.3,10.0,RUSSIA,RUSSIA:  OFF KAMCHATKA,no info,57.7,163.6,0.0,0.0,51.0
1969,12.0,17.0,7.0,13.0,0.0,4.2,0.0,ECUADOR,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",no info,-0.8,-78.3,0.0,0.0,27.0
1969,12.0,25.0,21.0,32.0,27.3,7.2,6.0,GUADELOUPE,GUADELOUPE: GRAND BOURG,no info,15.8,-59.7,0.0,0.0,7.0
1970,1.0,4.0,17.0,0.0,40.2,7.8,10.0,CHINA,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,no info,24.1,102.5,10000.0,0.0,31.0
1970,1.0,10.0,12.0,7.0,8.6,7.6,6.0,PHILIPPINES,PHILIPPINES:  MINDANAO,no info,6.8,126.7,0.0,0.0,73.0
1970,2.0,5.0,22.0,5.0,58.3,7.1,0.0,PHILIPPINES,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",no info,12.6,122.1,3.0,0.0,11.0
1970,2.0,14.0,11.0,17.0,16.1,5.4,9.0,PERU,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",no info,-9.9,-75.6,12.0,0.0,35.0
1970,3.0,11.0,22.0,38.0,34.6,6.0,5.0,USA,ALASKA:  ANDREANOF ISLANDS,AK,57.5,-153.9,0.0,0.0,29.0
1970,3.0,14.0,1.0,51.0,44.4,4.8,0.0,IRAN,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",no info,38.6,44.7,5.0,0.0,23.0
1970,3.0,23.0,1.0,52.0,59.3,5.4,0.0,INDIA,INDIA:  BROACH,no info,21.7,73.0,26.0,200.0,3.0
1970,3.0,28.0,21.0,2.0,23.4,7.4,10.0,TURKEY,TURKEY:  GEDIZ,no info,39.2,29.5,1086.0,1174.0,20.0
1970,4.0,7.0,5.0,34.0,5.6,7.3,6.0,PHILIPPINES,PHILIPPINES:  LUZON,no info,15.78,121.71,15.0,200.0,40.0
1970,4.0,23.0,9.0,1.0,0.0,5.7,8.0,TURKEY,"TURKEY:  DEMIRCI, MANISA",no info,39.1,28.7,0.0,43.0,18.0
1970,5.0,14.0,9.0,20.0,0.0,5.7,0.0,RUSSIA,RUSSIA:  DAGESTAN,no info,43.0,47.0,0.0,0.0,17.0
1970,5.0,14.0,18.0,12.0,0.0,6.5,8.0,RUSSIA,RUSSIA:  DAGESTAN,no info,43.0,47.1,0.0,0.0,44.0
1970,5.0,31.0,20.0,23.0,27.3,7.9,10.0,PERU,"PERU: NORTHERN, PISCO, CHICLAYO",no info,-9.2,-78.8,66794.0,50000.0,43.0
1970,6.0,5.0,4.0,53.0,6.4,6.6,0.0,KAZAKHSTAN,KAZAKHSTAN:  ALMA-ATA,no info,42.5,78.8,0.0,0.0,20.0
1970,6.0,11.0,16.0,46.0,38.3,7.6,0.0,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,TAS,-59.1,157.8,0.0,0.0,33.0
1970,6.0,14.0,0.0,0.0,0.0,6.0,0.0,CHILE,CHILE:  SOUTHERN,no info,-52.0,-73.8,0.0,0.0,10.0
1970,6.0,19.0,10.0,56.0,13.5,6.4,0.0,CHILE,CHILE:  NORTHERN,no info,-22.28,-70.55,0.0,0.0,44.0
1970,6.0,24.0,13.0,9.0,8.3,7.5,0.0,CANADA,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",no info,51.8,-131.0,0.0,0.0,12.0
1970,7.0,2.0,2.0,24.0,35.7,4.9,0.0,TURKEY,TURKEY:  SIVAS,no info,38.8,36.7,1.0,0.0,27.0
1970,7.0,25.0,22.0,41.0,10.7,7.0,0.0,JAPAN,"SEIKAIDO, JAPAN",no info,32.2,131.7,0.0,13.0,34.0
1970,7.0,30.0,0.0,52.0,19.5,6.7,8.0,IRAN,"IRAN:  KARNAVEH, MAREV",no info,37.8,55.9,220.0,220.0,16.0
1970,7.0,31.0,17.0,8.0,5.4,7.1,0.0,PERU,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,no info,-1.5,-72.6,1.0,0.0,651.0
1970,8.0,11.0,10.0,22.0,23.8,7.5,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,no info,-14.095,166.57,0.0,0.0,39.0
1970,9.0,7.0,20.0,58.0,0.0,5.5,7.0,CROATIA,BALKANS NW:  CROATIA:  KNIN,no info,44.0,16.0,0.0,8.0,5.0
1970,9.0,26.0,12.0,2.0,29.3,6.6,0.0,COLOMBIA,COLOMBIA:  BAHIA SOLANO,no info,6.2,-77.6,0.0,2.0,8.0
1970,9.0,28.0,19.0,1.0,0.0,5.1,0.0,NEW ZEALAND,NEW ZEALAND,no info,-44.64,173.62,0.0,0.0,0.0
1970,9.0,30.0,9.0,52.0,22.7,5.3,7.0,PHILIPPINES,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",no info,20.6,122.0,0.0,0.0,33.0
1970,10.0,31.0,17.0,53.0,7.1,7.3,8.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,no info,-4.907,145.471,15.0,20.0,8.0
1970,11.0,28.0,11.0,8.0,40.0,6.0,0.0,CHILE,CHILE:  NORTHERN,no info,-20.94,-69.81,0.0,0.0,33.0
1970,12.0,4.0,1.0,59.0,25.0,5.1,0.0,RUSSIA,RUSSIA:  BLACK SEA,no info,43.84,39.34,0.0,0.0,7.0
1970,12.0,10.0,4.0,34.0,38.8,7.6,10.0,PERU,PERU:  N;  ECUADOR:  S,no info,-4.0,-80.7,82.0,350.0,25.0
1971,1.0,10.0,7.0,17.0,3.7,8.1,9.0,INDONESIA,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",no info,-3.1,139.7,0.0,0.0,34.0
1971,2.0,4.0,15.0,33.0,28.6,7.1,6.0,INDONESIA,"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",no info,0.6,98.8,0.0,0.0,40.0
1971,2.0,6.0,18.0,9.0,9.1,4.6,8.0,ITALY,ITALY:  TUSCANIA,no info,42.5,11.8,24.0,150.0,33.0
1971,2.0,9.0,14.0,0.0,41.8,6.5,11.0,USA,CALIFORNIA:  SAN FERNANDO,CA,34.412,-118.4,65.0,2000.0,8.0
1971,2.0,14.0,16.0,27.0,36.1,5.3,0.0,IRAN,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",no info,36.6,55.6,1.0,0.0,39.0
1971,4.0,6.0,6.0,49.0,52.9,5.1,0.0,IRAN,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",no info,29.8,51.9,0.0,0.0,10.0
1971,4.0,12.0,19.0,3.0,25.9,5.9,0.0,IRAN,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",no info,28.3,55.6,1.0,0.0,44.0
1971,5.0,2.0,6.0,8.0,27.3,7.1,6.0,USA,ALASKA:  ANDREANOF ISLANDS,AK,51.4,-177.2,0.0,0.0,43.0
1971,5.0,12.0,6.0,25.0,13.0,5.9,6.0,TURKEY,TURKEY:  BURDUR,no info,37.6,29.8,100.0,0.0,23.0
1971,5.0,22.0,16.0,43.0,58.7,6.7,8.0,TURKEY,TURKEY:  BINGOL,no info,38.8,40.5,1000.0,0.0,3.0
1971,6.0,11.0,12.0,56.0,4.3,6.1,0.0,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  SANTO DOMINGO,no info,18.0,-69.8,0.0,0.0,57.0
1971,6.0,16.0,14.0,44.0,22.5,5.2,0.0,INDONESIA,"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG",no info,-7.2,109.1,1.0,6.0,35.0
1971,6.0,17.0,21.0,0.0,40.9,6.3,5.0,CHILE,"CHILE:  CATALINA, ANTOFAGASTA",no info,-25.5,-69.2,1.0,0.0,93.0
1971,7.0,9.0,3.0,3.0,18.7,7.8,9.0,CHILE,CHILE:  CENTRAL,no info,-32.5,-71.2,83.0,447.0,58.0
1971,7.0,14.0,6.0,11.0,29.1,7.9,9.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,no info,-5.5,153.9,2.0,5.0,47.0
1971,7.0,15.0,1.0,33.0,22.3,5.2,0.0,ITALY,ITALY:  PARMA,no info,44.8,10.3,2.0,0.0,7.0
1971,7.0,26.0,1.0,23.0,21.3,7.9,6.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,no info,-4.9,153.2,0.0,0.0,48.0
1971,7.0,27.0,2.0,2.0,49.6,6.3,7.0,PERU,PERU-ECUADOR:  GUAYAQUIL,no info,-2.7,-77.4,1.0,0.0,135.0
1971,8.0,2.0,7.0,24.0,56.8,7.3,0.0,JAPAN,JAPAN TRENCH,no info,41.4,143.5,0.0,0.0,51.0
1971,8.0,9.0,2.0,54.0,36.7,5.3,0.0,IRAN,IRAN:  BABOL-KENAR,no info,36.3,52.7,1.0,0.0,27.0
1971,8.0,16.0,4.0,58.0,0.3,5.9,7.0,CHINA,CHINA:  SICHUAN PROVINCE:  MABIAN,no info,28.9,103.7,0.0,0.0,0.0
1971,8.0,26.0,6.0,55.0,8.7,4.8,0.0,IRAN,IRAN:  BABA KELU,no info,30.0,50.7,0.0,0.0,45.0
1971,9.0,5.0,18.0,35.0,25.0,7.1,9.0,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",no info,46.5,141.2,0.0,0.0,9.0
1971,9.0,6.0,13.0,37.0,10.8,5.5,0.0,RUSSIA,RUSSIA:  KHOLMSK,no info,46.7,141.4,0.0,0.0,29.0
1971,9.0,8.0,11.0,48.0,23.4,6.6,0.0,RUSSIA,RUSSIA:  TATAR STRAIT,no info,46.4,141.2,0.0,0.0,6.0
1971,9.0,8.0,16.0,59.0,52.6,6.2,0.0,RUSSIA,RUSSIA:  TATAR STRAIT,no info,46.3,140.9,0.0,0.0,16.0
1971,9.0,25.0,4.0,36.0,14.0,7.0,7.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,no info,-6.5,146.6,0.0,0.0,115.0
1971,9.0,27.0,19.0,1.0,45.3,6.1,0.0,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",no info,46.4,141.1,0.0,0.0,21.0
