YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,Depth
1810,8,27,0,0,0,7.4,7,0,0,MEXICO,MEXICO:  BAJA CALIFORNIA: LORETO,26,-111.35,150,0,0,0,0,0
1810,9,25,0,0,0,6.6,0,6.6,0,JAPAN,JAPAN:  OGA,39.9,139.9,30,59,2,0,0,0
1810,10,0,0,0,0,0,0,0,0,CUBA,"CUBA:  HAVANA,SANTIAGO DE CUBA",23.8,-82.2,90,0,0,0,0,0
1811,1,1,5,0,0,4.2,0,0,0,GEORGIA,GEORGIA:  KAKHETIYA,41.8,45.2,40,0,0,0,0,7
1811,3,18,0,0,0,7,0,7,0,TAIWAN,TAIWAN:  DANSHUI:  OFF WEST COAST,25.2,121.3,30,21,1,21,1,0
1811,9,27,0,0,0,6.5,0,6.5,0,CHINA,CHINA:  SICHUAN PROVINCE:  E. OF GANZE,31.7,100.3,30,480,3,0,0,0
1811,10,5,0,0,0,0,0,0,0,PHILIPPINES,PHILIPPINES:  CAMARINES,13.1,123.9,170,0,0,0,0,0
1811,11,19,14,15,0,0,0,0,0,CHILE,CHILE:  VALPARAISO,-33.08,-71.67,160,0,0,0,0,0
1811,12,16,8,15,0,7.5,8,8.5,0,USA,ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES),35.6,-90.4,150,0,1,0,0,0
1811,12,16,13,15,0,7,7,8,0,USA,ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES),35.6,-90.4,150,0,0,0,0,0
1812,1,23,15,0,0,7.3,7,8.4,0,USA,MISSOURI:  NEW MADRID,36.3,-89.6,150,0,0,0,0,0
1812,2,7,9,45,0,7.5,8,8.8,0,USA,MISSOURI:  NEW MADRID,36.5,-89.6,150,0,0,0,0,0
1812,3,8,0,0,0,8,0,8,0,CHINA,CHINA:  XINJIANG PROVINCE,43.7,83,40,0,4,0,0,0
1812,3,22,0,0,0,0,0,0,0,ITALY,ITALY:  ROMA (ROME),41.9,12.45,130,0,0,0,0,0
1812,3,23,0,0,0,0,0,0,0,FRANCE,"FRANCE:  BEAUMONT,PIERREVERT,SAINTE TULLE,MANOSQUE",43.7,5.7,120,0,0,0,0,0
1812,3,26,20,7,0,7.7,0,0,0,VENEZUELA,VENEZUELA:  LA GUAIRA,10.6,-66.9,160,26000,4,0,0,33
1812,6,23,0,0,0,0,0,0,0,FRANCE,FRANCE:,43.3,5.366,120,0,0,0,0,0
1812,11,11,10,50,0,0,0,0,0,JAMAICA,JAMAICA:  KINGSTON,18,-76.8,90,0,2,0,0,0
1812,12,7,0,0,0,6.6,0,0,0,JAPAN,JAPAN,35.4,139.6,30,0,3,0,0,0
1812,12,8,15,0,0,6.9,0,0,0,USA,CALIFORNIA:   SAN JUAN CAPISTRANO,34.37,-117.65,150,40,1,0,0,0
1812,12,21,19,0,0,7.5,0,7.5,0,USA,CALIFORNIA:   PURISIMA,34.2,-119.9,150,1,1,0,1,0
1813,3,30,9,30,0,0,0,0,0,PERU,PERU:  ICA,-14.1,-75.4,160,32,1,0,0,0
1813,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  SHIRAZ,29.6,52.6,140,0,0,0,0,0
1814,2,2,0,0,0,0,0,0,0,PHILIPPINES,PHILIPPINES:  SE LUZON:  ALBAY,13.1,123.9,170,0,0,0,0,0
1814,2,4,0,0,0,5.3,0,5.3,0,CHINA,CHINA:  HENAN PROVINCE,35.8,114.4,30,4,1,0,3,0
1814,5,22,0,0,0,0,0,0,0,FRANCE,"FRANCE:  GAN,OLORON,LOUVIE-JUZON,BENEJACQ,TARBES",43.2,0.4,120,0,0,0,0,0
1814,11,24,0,0,0,6,0,6,0,CHINA,CHINA:  YUNNAN PROVINCE:  SIPING,23.7,102.5,30,900,3,0,0,0
1814,0,0,0,0,0,0,0,0,0,INDONESIA,"INDONESIA:  TIMOR ISLAND, KUPANG, KISSAR ISLAND",-10.217,123.633,60,0,0,0,0,0
1815,4,11,0,0,0,0,0,0,0,INDONESIA,INDONESIA:  AMBON ISLAND,-3.7,128.4,170,0,0,0,0,0
1815,5,3,0,0,0,0,0,0,0,MEXICO,"MEXICO:  OAXACA,TAMAZULAPAN",17,-96.3,150,0,0,0,0,0
1815,10,13,0,0,0,6.5,0,6.5,0,TAIWAN,TAIWAN:,25.2,121.2,30,111,3,0,0,0
1815,10,23,0,0,0,6.8,0,6.8,0,CHINA,CHINA:  SHANXI PROVINCE,34.8,111.2,30,13000,4,0,0,0
1815,11,22,0,0,0,7,0,7,0,INDONESIA,INDONESIA:  BALI,-8,115,60,10253,4,0,0,150
1815,12,0,0,0,0,0,0,0,0,GREECE,GREECE:  CRETE,35,25.75,130,0,0,0,0,0
1815,0,0,0,0,0,0,0,0,0,GREECE,GREECE:  IONIAN ISLANDS:  LEUKAS,38.8,20.5,130,0,1,0,0,0
1816,5,1,0,0,0,0,0,0,0,INDONESIA,INDONESIA; MALAYSIA:  PENANG ISLAND,5,96.5,60,0,0,0,0,0
1816,7,22,15,30,0,7.5,0,7.5,0,GUATEMALA,GUATEMALA:  SOLOMA,15.5,-91.5,100,23,1,0,0,33
1816,12,8,0,0,0,6.5,0,6.5,0,CHINA,CHINA:  SICHUAN PROVINCE,31.4,100.7,30,2854,4,0,0,0
1817,1,8,0,0,0,0,0,0,0,USA,PENNSYLVANIA:  PHILADELPHIA,39.95,-75.1,150,0,0,0,0,0
1817,3,11,20,10,0,8,0,0,0,FRANCE,FRANCE:  CHAMONIX VALLEY,45.9,6.8,120,4,1,0,0,0
1817,4,0,0,0,0,0,0,0,0,CHINA,CHINA:  SICHUAN PROVINCE:  CHANGLI,0,0,30,0,0,0,0,0
1817,8,23,0,0,0,6.8,0,6.8,0,GREECE,GREECE:  ACHAIA:  AEGHION,38.25,22.25,130,0,0,0,0,0
1818,2,20,18,10,0,0,0,0,0,ITALY,"ITALY:  ACIREALE, CATANIA, CALABRIA",37.6,15,130,72,2,0,0,0
1818,2,23,18,10,0,0,0,0,0,ITALY,"ITALY:  LIGURIA; FRANCE:  VENCE, GRASSE, NICE",43.917,8.033,130,0,0,0,0,0
1818,3,18,0,0,0,7,0,7,0,INDONESIA,INDONESIA:  SUMATRA:  BENGKULU,-4,101.5,60,0,0,0,0,0
1818,3,31,0,0,0,7.5,0,0,0,MEXICO,MEXICO,19.1,-103.6,150,0,0,0,0,0
1818,4,23,0,0,0,0,0,0,0,BULGARIA,BULGARIA,42.8,23.3,110,0,0,0,0,0
1818,5,31,0,0,0,0,0,0,0,MEXICO,"MEXICO:  MORELOS-GUERRERO,MEXICO CITY,GUADALAJARA",19.2,-99.1,150,0,0,0,0,0
1818,9,8,9,37,0,0,0,0,0,ITALY,ITALY:  MADONIE,37.8,14,130,100,2,0,0,0
1818,11,8,0,0,0,8.5,0,8.5,0,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  BIMA,-7,117,60,0,0,0,0,600
1819,2,24,0,0,0,5.8,0,5.8,0,CHINA,CHINA: QINGHAI PROVINCE,36.1,102.3,30,126,3,58,2,0
1819,3,0,0,0,0,0,0,0,0,ALGERIA,ALGERIA:  MASCARA,35.07,0.02,15,0,3,0,0,0
1819,4,3,14,0,0,8,0,0,0,CHILE,CHILE:  COPIAPO,-27.4,-70.3,160,0,0,0,0,0
1819,4,4,20,0,0,8,0,0,0,CHILE,CHILE:  COPIAPO,-27.4,-70.3,160,0,3,0,0,0
1819,4,12,3,0,0,8.5,0,0,0,CHILE,CHILE:  COPIAPO,-27,-71.5,160,0,1,0,0,0
1819,5,26,17,0,0,0,0,0,0,ITALY,ITALY,42.5,11.8,130,0,3,0,0,0
1819,6,16,23,30,0,7.7,8,8.3,0,INDIA,"INDIA:  RANN OF KUTCH,AHMADABAD,POONAH,BHOOJ",23,71,60,1543,4,0,0,0
1819,8,31,0,0,0,5.8,0,5.8,0,NORWAY,NORWAY: RANA REGION: LUROY,66.416,12.85,120,0,0,0,0,0
1820,3,1,0,0,0,0,0,0,0,USA,ALASKA:  EAST ALEUTIAN ISLANDS,54.52,-164.65,150,0,0,0,0,0
1820,3,17,0,0,0,0,0,0,0,GREECE,GREECE:  LEVKAS,38.8,20.5,130,0,0,0,0,0
1820,5,4,0,0,0,7.6,0,7.6,0,MEXICO,"MEXICO:  GUERRERO, OAXACA, PUEBLA, VERACRUZ",17.2,-99.6,150,0,0,0,0,0
1820,8,3,0,0,0,6,0,6,0,CHINA,CHINA:  HENAN PROVINCE,34.1,113.8,30,430,3,590,3,0
1820,10,9,0,0,0,0,0,0,0,IRAN,IRAN:  SHIRAZ,29.6,52.5,140,0,3,0,0,0
1820,12,29,3,30,0,6.9,0,6.9,0,GREECE,GREECE:  ZAKINTHOS (ZANTE),37.75,21.25,130,8,1,0,0,0
1820,12,29,0,0,0,7.5,0,7.5,0,INDONESIA,INDONESIA:  SULAWESI:  MAKASAR,-7,119,60,0,0,0,0,80
1820,0,0,0,0,0,0,0,0,0,VENEZUELA,VENEZUELA:  CUMANA,10.5,-64.2,160,0,0,0,0,0
1820,0,0,0,0,0,6.2,0,0,0,CONGO,CONGO:  LOANGO,-4.5,11.6,10,0,0,0,0,0
1820,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  MAZANDARAN,36.5,53.5,140,0,0,0,0,0
1821,1,6,17,15,0,0,0,0,0,GREECE,GREECE:  ZAKINTHOS (ZANTE),37.8,21.2,130,0,3,0,0,0
1821,4,8,0,0,0,0,0,0,0,MOROCCO,MOROCCO:  MELILLA,35.3,-2.97,15,0,0,0,0,0
1821,5,0,0,0,0,0,0,0,0,UK TERRITORY,UNITED KINGDOM:  BRITIAN,-15.95,-5.7,70,0,0,0,0,0
1821,7,10,13,0,0,0,0,0,0,PERU,"PERU:  CAMANA, OCONA, CARAVELI",-16.107,-72.967,160,162,3,0,0,0
1821,11,17,13,30,0,6.7,0,6.7,0,ROMANIA,ROMANIA,45.7,26.6,110,0,0,0,0,0
1822,5,7,0,0,0,7.6,0,7.6,0,COSTA RICA,COSTA RICA:  MATINA,10.1,-83.3,90,0,0,0,0,0
1822,6,18,0,0,0,5.5,0,5.5,0,CHINA,CHINA:  GANSU PROVINCE,33,104.6,30,23,1,20,1,0
1822,8,13,0,0,0,0,0,0,0,TURKEY,"TURKEY:  ANTAKYA; SYRIA:  HALAB,DIMASHQ (DAMASCUS);",36,36,140,8000,4,0,0,0
1822,9,5,0,0,0,0,0,0,0,TURKEY,"TURKEY; SYRIA:  DIMASHQ (DAMASCUS), HALAB; CYPRUS",36,36,140,20000,4,0,0,0
1822,11,20,2,30,0,8.5,0,8.5,0,CHILE,"CHILE:  VALPARAISO, QUILLOTA, CONCON,  ACONCAGUA",-33,-72,160,72,3,200,3,0
1822,11,25,12,15,0,0,0,0,0,CHILE,CHILE,-33.05,-71.63,160,0,0,0,0,0
1822,12,1,0,0,0,0,0,0,0,GRENADA,GRENADA,12.1,-64.1,90,0,0,0,0,0
1823,3,5,16,37,0,0,0,0,0,ITALY,"ITALY:  NASO, SICILY",38.1,14.7,130,22,1,0,0,0
1823,5,30,0,0,0,0,0,0,0,USA,LAKE ERIE (GREAT LAKES),42.7,-79,150,0,0,0,0,0
1823,6,19,0,0,0,0,0,0,0,GREECE,GREECE:  THESPROTIKON,39.75,20.75,130,0,0,0,0,0
1823,8,0,0,0,0,0,0,0,0,VENEZUELA,"VENEZUELA:  CARIACO,ISLAND OF MARGARITA",10.5,-63.8,160,0,0,0,0,0
1823,9,7,0,0,0,0,0,0,0,IRAN,IRAN:  MAZANDARAN,36.3,53.3,140,0,3,0,0,0
1823,9,9,0,0,0,6.8,0,6.8,0,INDONESIA,INDONESIA:  JAVA,-6.5,108.5,60,0,0,0,0,150
1823,10,0,0,0,0,0,0,0,0,CROATIA,BALKANS NW:  CROATIA:  DUBROVNIK,42.7,18.2,130,0,3,0,0,0
1823,11,30,0,0,0,0,0,0,0,MARTINIQUE,MARTINIQUE: SAINT PIERRE HARBOR,14.4,-61.1,90,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  SHIRAZ,29.6,52.5,140,0,0,0,0,0
1824,4,10,0,0,0,0,0,0,0,JAMAICA,JAMAICA:  KINGSTON,18,-76.5,90,0,0,0,0,0
1824,6,2,0,0,0,0,0,0,0,IRAN,"IRAN:  KAZIRUN, SHAHPUR",29.7,51.6,140,0,4,0,0,0
1824,6,25,0,0,0,6.4,0,6.4,0,IRAN,"IRAN:  SHIRAZ, GUYUM",29.8,52.4,140,0,3,0,0,0
1824,9,13,0,0,0,0,0,0,0,GUADELOUPE,GUADELOUPE: BASSE TERRE,16.7,-62.2,90,0,0,0,0,0
1824,9,29,6,30,0,0,0,0,0,PHILIPPINES,"PHILIPPINES:  SE LUZON:  TAYABAS,RIZAL,LAGUNA",13.7,121.7,170,0,0,0,0,0
1824,10,26,0,0,0,0,0,0,0,PHILIPPINES,"PHILIPPINES:  MANILA,SAN FRANCISCO",14.25,121.25,170,0,3,0,0,0
1824,11,30,0,0,0,0,0,0,0,MARTINIQUE,MARTINIQUE: SAINT PIERRE,14.4,-61,90,0,0,0,0,0
1825,1,19,11,45,0,6.8,0,6.8,0,GREECE,GREECE:  IONIAN ISLANDS:  LEUKAS,38.75,20.75,130,58,2,0,0,0
1825,2,26,0,0,0,0,0,0,0,COLOMBIA,COLOMBIA:  SANTA MARTA,11.1,-74.1,90,0,0,0,0,0
1825,3,2,7,0,0,0,0,0,0,ALGERIA,"ALGERIA:  BLIDA, ALGIERS",36.4,2.8,15,7000,4,0,0,0
1825,4,0,0,0,0,0,0,0,0,USA TERRITORY,GUAM; NORTHERN MARIANA ISLANDS:  LADRONES ISLAND,14,143.3,170,0,0,0,0,0
1825,9,21,1,45,0,0,0,0,0,TRINIDAD AND TOBAGO,TRINIDAD:  PORT-OF-SPAIN,10.4,-61.3,90,0,0,0,0,0
1825,10,0,0,0,0,0,0,0,0,IRAN,IRAN:  SHIRAZ,29.6,52.5,140,0,0,0,0,0
1825,0,0,0,0,0,6.7,0,6.7,0,IRAN,IRAN:  HARHAZ,36.1,52.6,140,0,3,0,0,0
1826,1,0,0,0,0,0,0,0,0,JAPAN,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.07,142.21,30,0,0,0,0,0
1826,6,18,3,40,0,8.2,0,0,0,COLOMBIA,"COLOMBIA:  ENGATIVA,BOGOTA,RAMIRIQUI,UMBITA,TUNJA",4.6,-73.9,160,0,0,0,0,0
1826,9,18,8,0,0,0,0,0,0,CUBA,CUBA:  SANTIAGO DE CUBA,20,-75.5,90,0,0,0,0,0
1826,0,0,0,0,0,8,0,8,0,NEW ZEALAND,NEW ZEALAND:  FJORDLAND,-45.8,166.5,170,0,0,0,0,0
1827,3,23,0,0,0,5.3,0,5.3,0,CHINA,CHINA:  SHANXI PROVINCE,34.9,111.1,30,84,2,0,2,0
1827,6,0,0,0,0,0,0,0,0,TURKEY,"TURKEY:  TOKAT, ERBAA",40.7,36.6,140,0,0,0,0,0
1827,8,9,0,0,0,0,0,0,0,RUSSIA,RUSSIA:  KAMCHATKA,53,158.5,50,0,0,0,0,0
1827,9,26,0,0,0,0,0,0,0,PAKISTAN,"PAKISTAN:  LAHORE, PUNJAB",31.6,74.3,60,1000,3,0,0,0
1827,11,16,22,45,0,7,0,7,0,COLOMBIA,"COLOMBIA:  BOGOTA, NEIVA, POPAYAN, PASTO, HUILA",1.8,-76.4,160,250,3,0,0,0
1827,11,30,6,45,0,0,0,0,0,MARTINIQUE,MARTINIQUE,14.4,-61,90,0,0,0,0,0
1828,2,2,13,15,0,0,0,0,0,ITALY,ITALY:  ISLAND OF ISCHIA,40.7,13.9,130,28,1,0,0,0
1828,3,30,12,35,0,8.3,0,8.3,0,PERU,"PERU:  LIMA, CALLAO",-12.13,-77.809,160,30,1,0,3,50
1828,5,26,0,0,0,6.4,0,6.4,0,JAPAN,JAPAN:  AMAKUSA ISLANDS,32.6,129.9,30,0,0,0,0,0
1828,6,6,0,0,0,0,0,0,0,INDIA,INDIA:  KASHMIR,34.2,74.5,60,1000,3,0,0,0
1828,8,9,16,0,0,5.7,0,0,0,AZERBAIJAN,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.7,48.4,40,0,0,0,0,10
1828,11,9,10,30,0,0,0,0,0,PHILIPPINES,PHILIPPINES:  MANILA,14.55,120.9,170,0,0,0,0,0
1828,12,18,0,0,0,0,0,0,0,JAPAN,JAPAN:  SANDYO IN ETIGO,37.5,139.5,30,1443,4,0,0,0
1828,12,29,0,0,0,0,0,0,0,INDONESIA,INDONESIA:  SULAWESI,-7,119,60,0,3,0,0,0
1829,3,7,22,0,0,7.5,0,0,0,RUSSIA,RUSSIA:  LAKE BAYKAL,51.4,104.1,40,0,0,0,0,40
1829,3,21,18,30,0,0,0,0,0,SPAIN,"SPAIN:  TORREVIEJA, MURCIA",38.2,-0.9,130,2000,4,0,0,0
1829,4,23,16,0,0,0,0,0,0,GREECE,GREECE-BULGARIA,41.2,24.5,130,0,0,0,0,0
1829,5,5,0,0,0,0,0,0,0,GREECE,GREECE:  XANTHI-DRAMA,41.2,24.5,130,0,2,0,0,0
1829,9,26,19,12,0,7,0,7,0,CHILE,CHILE:  VALPARAISO,-33.05,-71.63,160,0,1,0,0,0
1829,11,18,0,0,0,5.5,0,5.5,0,CHINA,CHINA:  ANHUI PROVINCE,33.2,117.9,30,0,3,0,0,0
1829,11,19,0,0,0,6,0,6,0,CHINA,CHINA:  SHANDONG PROVINCE,36.6,118.5,30,200,3,0,0,0
1829,11,26,0,0,0,0,0,0,0,ROMANIA,ROMANIA:  BUCHAREST,44.2,26.1,110,0,0,0,0,0
1830,1,18,9,15,0,0,0,0,0,PHILIPPINES,PHILIPPINES:  MANILA,14.55,120.9,170,0,3,0,0,0
1830,1,0,0,0,0,0,0,0,0,MEXICO,MEXICO:  OAXACA,17,-96.3,150,0,0,0,0,0
1830,3,9,7,0,0,0,0,0,0,RUSSIA,RUSSIA,43.5,47.5,40,410,3,0,0,0
1830,3,9,11,22,0,6.3,0,0,0,RUSSIA,RUSSIA:  DAGESTAN,43,47,40,40,1,0,0,16
1830,4,3,0,0,0,6.5,0,0,0,IRAN,"IRAN:  CHAHARDANGEH,SEMNAN,DAMGHAN",36.4,54.3,140,0,0,0,0,0
1830,5,9,0,0,0,0,0,0,0,IRAN,"IRAN:  DAMAVAND,TEHRAN,SEMNAN,DAMGHAN",35.7,52.1,140,500,3,0,0,0
1830,6,12,0,0,0,7.5,0,7.5,0,CHINA,CHINA:  HEBEI PROVINCE,36.4,114.2,30,7477,4,0,4,0
1830,8,19,0,0,0,0,0,0,0,JAPAN,JAPAN:  KYOTO,35,136,30,280,3,0,0,0
1830,9,16,0,0,0,0,0,0,0,PHILIPPINES,PHILIPPINES:  MANILA,14.55,120.9,170,0,0,0,0,0
1831,4,3,0,0,0,0,0,0,0,GREECE,GREECE:  SAMOS (DODECANESE),37.8,27,130,0,2,0,0,0
1831,5,26,10,25,0,0,0,0,0,ITALY,ITALY:  COAST OF LIGURIA,43.8,7.8,130,4,1,0,0,0
1831,8,11,0,0,0,0,0,0,0,BARBADOS,"BARBADOS, SAINT VINCENT, DOMINICA, ANTIGUA",13.1,-59.617,90,3000,4,0,0,0
1831,9,11,0,0,0,0,0,0,0,ITALY,ITALY:  REGGIO DI CALABRIA,38.1,15.7,130,0,0,0,0,0
1831,9,28,0,0,0,6.3,0,6.3,0,CHINA,CHINA:  ANHUI PROVINCE,32.8,116.8,30,33,1,0,0,0
1831,10,9,2,15,0,7.8,0,0,0,CHILE,"CHILE: PERU:  TACNA,ARICA,AREQUIPA",-18.5,-71,160,0,2,0,0,0
1831,12,3,23,40,0,7,0,7,0,TRINIDAD AND TOBAGO,TRINIDAD & ST. CHRISTOPHER,12.4,-61.5,90,0,0,0,0,0
1831,0,0,0,0,0,0,0,0,0,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  POVERTY BAY,-38.7,178,170,0,0,0,0,0
1832,1,13,13,0,0,0,0,0,0,ITALY,ITALY:  FOLIGNO,42.9,12.6,130,22,1,0,0,0
1832,1,22,0,0,0,0,0,0,0,AFGHANISTAN,AFGHANISTAN,36.5,71,40,0,3,0,0,0
1832,3,8,18,15,0,0,0,0,0,ITALY,ITALY:  CUTRO,39,17,130,0,0,0,0,0
1833,1,19,0,0,0,6.4,0,6.4,0,ALBANIA,"ALBANIA:  VLORE, SAZAN, KANINA, NARTA",40.4,19.9,130,0,0,0,0,0
1833,3,10,0,0,0,0,0,0,0,MEXICO,S. MEXICO,16.8,-99.9,150,0,0,0,0,0
1833,4,25,14,30,0,0,0,0,0,CHILE,CHILE,-28.5,-71.3,160,0,0,0,0,0
1833,5,30,0,0,0,7.5,0,7.5,0,INDIA,INDIA:  LOHUGHAR,29.4,80.1,60,0,0,0,0,0
1833,8,26,0,0,0,8,0,8,0,NEPAL,NEPAL:  KATHMANDU; INDIA:  BIHAR,28.3,85.5,60,0,0,0,0,0
1833,9,6,0,0,0,8,0,8,0,CHINA,CHINA:  YUNNAN PROVINCE,25.2,103,30,6700,4,0,0,0
1833,9,18,10,45,0,7.7,0,7.7,0,PERU,PERU-CHILE:  PERU:  TACNA; CHILE:  ARICA,-18.251,-71.01,160,700,3,25,1,0
1833,11,24,0,0,0,8.3,0,8.3,0,INDONESIA,INDONESIA:  SUMATRA:  BENGKULU,-2.5,100.5,60,0,0,0,0,75
1833,12,7,0,0,0,7.4,0,7.4,0,JAPAN,JAPAN:  HONSHU:  NW,38.9,139.15,30,35,1,0,0,0
1834,1,20,12,0,0,7,0,0,0,COLOMBIA,"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA",1.2,-77,160,80,2,0,0,5
1834,2,9,1,0,0,6.4,0,6.4,0,JAPAN,"W. HOKKAIDO ISLAND, JAPAN",43.3,141.4,30,0,0,0,0,0
1834,2,14,0,0,0,0,0,0,0,ITALY,ITALY:  BORGO VAL DI TARO,44.3,9.4,130,60,2,0,0,0
1834,3,1,13,0,0,0,0,0,0,COLOMBIA,COLOMBIA:  PASTO,1.4,-77.1,160,0,0,0,0,0
1834,3,14,0,0,0,7,0,7,0,MEXICO,MEXICO:  ACAPULCO,16.8,-99.9,150,0,0,0,0,0
1834,4,11,0,0,0,5,0,5,0,CHINA,CHINA:  YUNNAN PROVINCE,24.9,103,30,0,1,0,0,0
1834,5,22,7,0,0,0,0,0,0,COLOMBIA,"COLOMBIA:  SANTA MARTA,CARTAGENA",11,-74.2,160,0,0,0,0,0
1834,5,23,0,0,0,6.3,0,0,0,JORDAN,"JORDAN:  AL-KARAK; ISRAEL:  JERUSALEM, NABULUS",31.3,35.6,140,0,3,0,0,0
1834,5,0,0,0,0,0,0,0,0,USA TERRITORY,GUAM:  AGANA,14,143.3,170,0,0,0,0,0
1834,8,12,15,30,0,0,0,0,0,VENEZUELA,VENEZUELA:  MERIDA,8.8,-70.9,160,0,2,0,0,0
1834,10,10,0,0,0,0,0,0,0,INDONESIA,"INDONESIA:  JAVA:  BOGOR, CINAJUR",-6.7,107,60,0,0,0,0,0
1834,10,15,6,30,0,6.8,0,0,0,HUNGARY,"HUNGARY:  PISHKOL'T, ERENDREYD, DENGELEG",47.6,22.3,110,0,0,0,0,32
1834,0,0,0,0,0,6,0,6,0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),28.6,87.1,40,0,3,0,0,0
1834,0,0,0,0,0,5.5,0,5.5,0,CHINA,CHINA:  QINGHAI PROVINCE,33,97,30,88,2,0,0,0
1835,2,20,16,22,0,8.2,0,8.2,0,CHILE,CHILE:  CONCEPCION,-36.83,-73.03,160,50,1,500,3,0
1835,4,18,17,25,0,0,0,0,0,SWITZERLAND,SWITZERLAND,46.7,7.8,120,0,0,0,0,0
1835,7,20,0,0,0,7.6,0,7.6,0,JAPAN,JAPAN:  SANRIKU,37.9,141.9,30,0,0,0,0,0
1835,8,23,15,0,0,0,0,0,0,TURKEY,TURKEY,38.5,35.5,140,300,3,0,0,0
1835,10,12,23,0,0,0,0,0,0,ITALY,"ITALY:  CASTIGLIONE,COSENZA,CRATI",39.3,16.3,130,100,2,0,0,0
1835,11,1,0,0,0,0,0,0,0,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.7,128.2,170,0,0,60,2,0
1836,3,5,0,0,0,0,0,0,0,INDONESIA,FLORES SEA,-8.3,118.7,60,0,0,0,0,0
1836,4,24,23,15,0,0,0,0,0,ITALY,"ITALY:  ROSSANO,CROSIA,CRACO,BASILICATA",39.6,16.6,130,589,3,0,0,0
1836,6,10,15,30,0,0,0,0,0,USA,CALIFORNIA,38,-122,150,0,0,0,0,0
1836,7,3,0,0,0,7.5,0,7.5,0,CHILE,CHILE:  COBIJA,-22.6,-70.3,160,0,0,0,0,0
1836,11,20,7,0,0,0,0,0,0,ITALY,ITALY:  BASILICATA,40.1,15.8,130,21,1,0,0,0
1836,11,28,0,0,0,7.5,0,7.5,0,INDONESIA,FLORES SEA,-8.3,118.7,60,0,0,0,0,0
1837,1,1,1,0,0,6.4,0,6.4,0,ISRAEL,ISRAEL: ZEFAT (SAFED); LEBANON:  BEIRUT (BEYROUT),33,35.5,140,5000,4,0,0,0
1837,4,11,17,0,0,0,0,0,0,ITALY,ITALY,44.2,10.5,130,5,1,0,0,0
1837,8,2,0,0,0,0,0,0,0,USA TERRITORY,VIRGIN ISLANDS,18.2,-64.5,90,0,0,0,0,0
1837,8,9,21,30,0,6.5,0,6.5,0,MEXICO,MEXICO: ACAPULCO,16.86,-99.88,150,0,0,0,0,0
1837,9,10,18,0,0,0,0,0,0,VENEZUELA,"VENEZUELA:  SANTA TERESA DEL TUY,SANTA LUCIA",10.3,-66.6,160,0,1,0,0,0
1837,9,10,0,0,0,6,0,6,0,CHINA,CHINA:  GANSU PROVINCE,34.6,103.7,30,37,1,0,0,0
1837,9,29,0,0,0,7.3,0,7.3,0,INDONESIA,INDONESIA:  BANDA ATJEH,5.5,96,60,0,0,0,0,100
1837,10,18,21,0,0,7,0,7,0,MEXICO,"MEXICO: MEXICO CITY,  ACAPULCO",19.45,-99.15,150,0,0,0,0,0
1837,11,7,12,51,0,8.5,0,8.5,0,CHILE,CHILE:  VALDIVIA,-42.5,-74,160,0,0,0,0,0
1837,11,22,0,0,0,7.5,0,7.5,0,MEXICO,MEXICO:  GUADALAJARA,20,-105,150,0,0,0,0,0
1837,11,28,0,0,0,0,0,0,0,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  BIMA,-8.5,118.5,60,0,0,0,0,0
1838,1,23,18,36,0,6.9,0,0,0,ROMANIA,"ROMANIA:  CARPATHIAN FOLD,VRANCEA",45.7,26.6,110,0,0,0,0,150
1838,5,7,0,0,0,0,0,0,0,CHILE,CHILE:  CENTRAL,-36.7,-73.1,160,0,0,0,0,0
1838,6,0,0,0,0,7,0,0,0,USA,"CALIFORNIA:  SAN FRANCISCO,SAN JOSE,SANTA CLARA",37.6,-122.4,150,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,ISRAEL,"ISRAEL:  TEL AVIV-YAFO (JAFFA),PALESTINE",32,34.5,140,3000,4,0,0,0
1838,0,0,0,0,0,0,0,0,0,MYANMAR (BURMA),MYANMAR (BURMA):  AVA (INNWA),21.8,96,60,0,0,0,0,0
1839,1,11,9,55,0,7.8,0,0,0,MARTINIQUE,"MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES",14.4,-61.1,90,390,3,0,0,33
