YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,Depth
1990,9,23,21,13,7.4,6.5,0,6.5,6,JAPAN,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.267,138.643,30,0,0,0,0,10
1990,9,26,23,8,23.9,4.2,0,4.2,5.4,SOUTH AFRICA,SOUTH AFRICA:  WELKOM,-28.014,26.727,10,2,1,5,1,5
1990,9,27,21,12,32.5,4.5,0,4.5,5,KAZAKHSTAN,KAZAKHSTAN:  ZAYSAN,47.903,84.961,40,0,0,0,0,33
1990,10,18,9,30,44.4,4,0,0,4,SOUTH AFRICA,SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.349,10,10,1,6,1,5
1990,10,20,8,7,27.5,5.8,0,5.8,5.6,CHINA,CHINA:  GANSU PROVINCE:  TIANZHU,37.093,103.781,30,7,1,92,2,12
1990,10,25,4,53,59.9,6,0,0,6,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",35.121,70.486,40,11,1,250,3,114
1990,11,6,18,45,52.2,6.7,0,6.7,6.2,IRAN,"IRAN:  S, DARAB",28.251,55.462,140,22,1,100,2,11
1990,11,15,2,34,32.4,6.8,0,6.8,6,INDONESIA,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",3.908,97.457,60,1,1,32,1,48
1990,11,27,4,37,58.5,5.6,0,5.6,5.1,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD,43.853,16.633,130,0,0,10,1,24
1990,12,1,18,9,28.8,4.6,0,4.6,5,KYRGYZSTAN,KYRGYZSTAN:  UZGEN,40.854,73.553,40,0,0,0,0,29
1990,12,13,0,24,25.7,5.3,0,5.3,5.5,ITALY,ITALY:  SICILY:  CARLENTINI,37.3,15.438,130,19,1,200,3,11
1990,12,13,3,1,48,6.2,0,6.2,5.9,TAIWAN,"TAIWAN:  HUALIEN,  TAIPEI",23.916,121.636,30,2,1,3,1,12
1990,12,13,19,50,17.8,6.3,0,6.3,5.9,TAIWAN,TAIWAN:  HUA-LIEN,23.722,121.627,30,0,0,0,0,10
1990,12,21,6,57,42.9,5.9,0,5.9,5.8,GREECE,"GREECE:  EDHESSA, KILKIS",41.004,22.3,130,1,1,60,2,13
1990,12,22,17,27,54.8,5.7,0,5.7,5.3,COSTA RICA,"COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,100,2,1,350,3,17
1990,12,30,19,14,18.9,7.5,8,0,6.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.097,150.967,170,0,0,0,0,179
1991,1,5,14,57,11.5,7.1,0,7.1,6.2,MYANMAR (BURMA),"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",23.613,95.901,60,0,0,0,0,20
1991,1,31,23,3,33.6,6.4,0,0,6.4,AFGHANISTAN,"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,40,848,3,200,3,142
1991,2,9,16,18,58.3,6.9,7,6.9,6.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,170,0,0,0,0,10
1991,2,13,15,49,38.9,3.8,0,0,0,FRANCE,FRANCE,44.885,6.76,120,9,1,0,0,5
1991,2,16,1,23,40.4,5.7,0,5.7,6.3,RUSSIA,RUSSIA:  KURIL ISLANDS,48.268,154.328,50,0,0,0,0,39
1991,2,21,2,35,34,6.7,7,6.5,6.2,BERING SEA,BERING SEA,58.427,-175.45,80,0,0,0,0,20
1991,2,25,14,30,27.6,6.1,0,6.1,5.5,CHINA,CHINA:  S XINJIANG:  KALPIN,40.386,78.959,40,0,0,3,1,21
1991,3,25,18,2,41.5,5.5,0,5.5,5.1,CHINA,"CHINA:  NE, DATONG",39.887,113.923,30,0,0,131,3,10
1991,4,4,15,23,20.7,6.4,0,6.4,6,PERU,"PERU:  RIOJA, NEUVA CAJAMARCA",-6.038,-77.13,160,0,0,10,1,21
1991,4,5,4,19,49.5,6.7,0,6.7,6.5,PERU,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,160,53,2,252,3,20
1991,4,18,9,18,30.4,5.1,0,5.1,5.4,AFGHANISTAN,AFGHANISTAN:  BADAKHSTAN PROVINCE,37.457,68.273,40,0,2,0,3,33
1991,4,20,17,8,20.2,4.1,0,0,4.1,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BADAKHSTAN, KABUL",36.416,70.912,40,0,0,0,0,33
1991,4,22,21,56,51.8,7.6,8,7.4,6.3,COSTA RICA,"COSTA RICA:  LIMON, PANDORA;  PANAMA",9.685,-83.073,90,87,2,895,3,10
1991,4,24,10,54,35.7,4.5,0,0,4.5,TURKEY,TURKEY:  ERZURUM PROVINCE,39.597,41.118,140,1,1,3,1,33
1991,4,29,9,12,48.1,7,0,7,6.2,GEORGIA,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,40,270,3,0,0,17
1991,5,4,3,42,54.5,6.2,0,6.2,5.6,PANAMA,"PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",9.542,-82.418,100,0,0,36,1,10
1991,5,15,14,28,50.1,4.9,0,0,4.9,GEORGIA,GEORGIA:  KHEKHETI,42.565,43.349,40,0,1,0,0,14
1991,5,26,10,59,48.9,4.5,0,4.5,5.1,MALAYSIA,MALAYSIA:  KALIMANTAN:  RANAU,5.865,116.746,170,1,1,0,0,33
1991,6,15,0,59,20.3,6.1,0,6.1,6.1,GEORGIA,"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009,40,8,1,200,3,9
1991,6,15,11,15,28,5.5,0,5.5,5.7,PHILIPPINES,"PHILIPPINES:  LUZON:  MANILA, PINATUBO ERUPTION",15.119,120.355,170,0,0,0,0,10
1991,6,16,11,7,10.6,4.5,0,4.5,4.6,TURKEY,TURKEY:  KAGIZMAN,39.984,42.875,140,0,0,0,0,26
1991,6,20,5,18,52.5,7.5,8,7,6.2,INDONESIA,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",1.196,122.787,170,0,0,0,0,31
1991,6,28,14,43,54.5,5.1,0,5.1,5.8,USA,"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002,150,2,1,104,3,11
1991,7,4,11,43,10.4,6.5,0,6.5,6.2,INDONESIA,"INDONESIA:  TIMOR:  KALABAHI, DILI",-8.099,124.681,60,28,1,181,3,29
1991,7,12,10,42,21.2,5.6,6,5.7,5.3,ROMANIA,"ROMANIA:  BANLOC, DETA, TIMISOARA",45.364,21.057,110,2,1,30,2,11
1991,7,18,11,56,30.6,5.6,6,5.5,5.7,ROMANIA,ROMANIA:  ORSAVA,44.888,22.407,110,0,0,0,0,12
1991,7,23,19,44,50.2,4.7,0,4.7,5,PERU,"PERU:  MACA, CHIVAY, YANQUE",-15.679,-71.574,160,92,2,30,1,5
1991,7,24,9,45,41.8,5.1,0,5.1,5.4,IRAQ,"IRAQ:  ARBIL,  DIBS",36.52,44.066,140,20,1,0,3,26
1991,8,9,9,33,49.6,4.7,0,4.7,4.7,COSTA RICA,COSTA RICA:  CARTAGO,9.737,-84.054,100,0,0,0,0,5
1991,8,17,6,18,34,5.2,0,5.2,5.5,VENEZUELA,VENEZUELA:  BARQUISIMETO,10.045,-69.948,160,0,0,0,0,10
1991,8,17,19,29,40,6.2,0,6.2,6,USA,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,150,0,0,0,0,12
1991,9,8,13,50,30.8,5.6,0,0,5.6,NEW ZEALAND,"NEW ZEALAND:  WELLINGTON, WANGANUI",-40.25,175.053,170,0,0,0,0,88
1991,9,18,9,48,13.1,6.2,0,6.2,5.7,GUATEMALA,"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986,100,25,1,200,3,5
1991,10,14,15,58,12.7,7.2,7,7.1,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,170,0,0,0,0,23
1991,10,19,21,23,14.3,7,0,7,6.5,INDIA,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774,60,2000,4,1800,4,10
1991,11,4,1,50,31.6,5.4,0,5.4,5.4,IRAN,IRAN:  BEHBAHAN,30.666,50.218,140,0,0,51,2,39
1991,11,8,15,13,44.1,5,0,5,5.6,INDIA,"INDIA:  JODHPUR, JAISALMER",26.323,70.607,60,0,0,0,0,22
1991,11,19,22,28,51,6.4,0,6.4,6.4,COLOMBIA,"COLOMBIA:  CHACO, BUENAVENTURA, CALI",4.554,-77.442,160,2,1,0,0,21
1991,11,22,0,40,23.9,4.7,0,0,4.7,YEMEN,YEMEN:  WESTERN  ARABIAN PENINSULA,13.887,44.068,60,11,1,40,1,10
1991,11,28,17,19,55.5,5,0,5,5.6,IRAN,"IRAN:  RUDBAR, RASHT",36.924,49.603,140,1,1,70,2,16
1991,12,2,8,49,40.2,5.5,6,5.6,5.2,ROMANIA,"ROMANIA:  VOITEG, DETA, BANLOC",45.498,21.115,110,0,0,0,2,9
1991,12,22,8,43,13.4,7.6,8,7.4,6.3,RUSSIA,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.533,151.021,50,0,0,0,0,24
1992,1,5,6,0,0,3.7,0,3.7,0,CHINA,CHINA:  S. CHINA SEA,18,108,30,0,0,0,0,8
1992,2,1,19,4,4.5,5.6,0,0,5.6,JAPAN,JAPAN:  HONSHU:  TOKYO,35.106,139.644,30,0,0,37,1,100
1992,2,4,1,58,39.7,4.4,0,4.4,5,INDONESIA,"INDONESIA:  JAWA, BREBES",-7.138,109.067,60,0,0,1,1,58
1992,3,4,11,57,53,4.6,0,4.6,4.9,IRAN,IRAN:  LORDEGAN ARDAL AREA,31.726,50.778,140,6,1,50,1,18
1992,3,13,17,18,39.9,6.9,0,6.9,6.2,TURKEY,TURKEY:  ERZINCAN,39.71,39.605,140,653,3,2000,4,27
1992,4,13,1,20,0.8,5.2,0,5.2,5.5,NETHERLANDS,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.798,120,1,1,45,1,21
1992,4,23,4,50,23.2,6.3,0,6.3,5.7,USA,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,150,0,0,32,1,12
1992,4,25,18,6,4.2,7.1,0,7.1,6.3,USA,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316,150,0,0,98,2,15
1992,5,15,8,8,2.9,6.2,0,6.2,5.7,KYRGYZSTAN,KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN,41.019,72.429,40,4,1,0,0,50
1992,5,17,10,15,31.3,7.5,0,7.5,6.4,PHILIPPINES,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762,170,0,0,0,0,33
1992,5,20,12,20,32.8,6,0,6,6,PAKISTAN,"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL",33.377,71.317,60,36,1,100,2,16
1992,5,25,16,55,4.1,7,0,7,6.3,CUBA,"CUBA:  PILON, MANZANILLO",19.613,-77.872,90,0,0,40,1,23
1992,5,27,5,13,38.8,7,0,7,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.122,165.239,170,0,0,0,0,19
1992,6,28,11,57,34.1,7.6,0,7.6,6.2,USA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",34.201,-116.436,150,3,1,400,3,1
1992,6,28,15,5,30.7,6.7,0,6.7,6.3,USA,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827,150,0,0,0,2,5
1992,6,29,10,14,22.2,5.4,0,5.4,5.6,USA,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,36.705,-116.293,150,0,0,0,0,9
1992,7,18,8,36,58.7,7,0,7,6.2,JAPAN,JAPAN:  HONSHU ISLAND,39.419,143.33,30,0,0,0,0,29
1992,8,11,15,14,55.1,6.3,0,6.3,5.8,JAPAN,JAPAN:  HONSHU:  S,32.536,141.641,30,0,0,0,0,16
1992,8,19,2,4,37.4,7.5,0,7.5,6.6,KYRGYZSTAN,KYRGYZSTAN:  TOLUK,42.142,73.575,40,75,2,0,0,27
1992,8,28,0,50,50.4,5.5,0,5.5,5.5,PAKISTAN,PAKISTAN:  KALAT,29.087,66.74,60,4,1,200,3,9
1992,9,2,0,16,2.8,7.7,0,7.7,5.4,NICARAGUA,NICARAGUA:  MASACHAPA; COSTA RICA,11.727,-87.386,100,0,1,0,0,40
1992,9,8,0,38,15.4,4.7,0,4.7,5.2,IRAN,IRAN:  FIRUZABAD,29.134,52.187,140,1,1,11,1,18
1992,9,11,3,57,26.5,7,0,7,6.7,CONGO,CONGO:  KABALO,-6.087,26.651,10,8,1,37,1,11
1992,10,12,13,9,55.5,5.3,0,5.3,5.9,EGYPT,EGYPT:  CAIRO,29.778,31.144,15,545,3,6512,4,22
1992,10,17,8,32,40.5,7,0,7,6.2,COLOMBIA,"COLOMBIA:  MURINDO, CALI",6.845,-76.806,160,0,0,20,1,14
1992,10,18,15,11,59.1,7.4,0,7.4,6.6,COLOMBIA,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",7.075,-76.862,160,11,1,115,2,10
1992,12,12,5,29,26.3,7.8,8,7.5,6.5,INDONESIA,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.896,60,1000,4,500,3,28
1993,1,15,11,6,5.9,7.6,8,7.1,6.9,JAPAN,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,30,2,1,0,0,102
1993,1,26,20,32,6.9,5.6,6,5.6,5.4,CHINA,CHINA:  YUNNAN PROVINCE,23.027,101.062,30,0,0,66,2,33
1993,1,27,10,27,5.6,5.1,0,0,5.1,IRAN,IRAN:  NEHBANDAN,32.104,60.088,140,0,0,0,0,33
1993,2,7,13,27,42,6.3,6,6.2,6.3,JAPAN,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.634,137.245,30,0,0,0,0,11
1993,3,12,14,1,35.4,6.4,6,6.4,6,WALLIS AND FUTUNA (FRENCH TERRITORY),FUTUNA ISLAND,-14.385,-178.252,170,5,1,201,0,10
1993,3,20,14,51,59.7,6.2,6,6,5.8,CHINA,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,29.084,87.333,40,2,1,3,1,12
1993,3,25,13,34,35.4,5.6,6,5.4,5.5,USA,WASHINGTON-OREGON BORDER,45.035,-122.607,150,0,0,0,0,21
1993,3,26,22,52,46.9,5.1,5,4.8,5.1,IRAN,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.692,50.886,140,0,0,0,0,30
1993,4,18,9,16,23.2,6.3,6,0,6,PERU,PERU:  LIMA,-11.652,-76.53,160,6,1,0,0,106
1993,6,8,13,3,36.4,7.5,8,7.3,6.4,RUSSIA,RUSSIA:  KAMCHATKA,51.218,157.829,50,0,0,0,0,71
1993,6,18,11,52,54.8,6.6,7,6.6,6.2,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.886,-176.819,170,0,0,0,0,20
1993,6,22,16,32,43.7,5.4,5,4.8,5.5,IRAN,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.149,50.814,140,24,1,0,0,33
1993,7,10,20,40,58.9,5.8,6,5.6,5.3,COSTA RICA,"COSTA RICA:  TURRIALBA, CARTAGO",9.821,-83.622,100,2,1,9,1,20
1993,7,12,13,17,11.9,7.7,8,7.6,6.6,JAPAN,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,42.851,139.197,30,23,3,233,3,17
1993,7,14,12,31,49.4,5.6,6,5.5,5.3,GREECE,GREECE:  PATRAS,38.224,21.756,130,0,0,0,0,23
1993,8,1,0,20,40.5,5.5,6,5.1,5.2,SUDAN,SUDAN:  KHARTOUM,15.385,31.69,15,2,1,9,1,13
1993,8,7,19,42,41.9,6.3,6,6.1,6.2,JAPAN,JAPAN,41.985,139.839,30,0,0,0,0,13
1993,8,8,8,34,24.9,7.8,8,8,7.1,USA TERRITORY,"GUAM:  TUMAN BAY, APRA HARBOR",12.982,144.801,170,0,0,48,1,59
1993,9,10,19,12,54.6,7.2,7,7.3,6.2,GUATEMALA,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,14.717,-92.645,100,1,1,3,1,34
1993,9,21,3,28,55.4,6,6,5.8,5.7,USA,OREGON:  KLAMATH FALLS,42.314,-122.012,150,2,1,0,0,11
1993,9,29,22,25,48.6,6.2,6,6.2,6.3,INDIA,"INDIA:  LATUR-OSMANABAD, KILLARI",18.066,76.451,60,11000,4,30000,4,7
1993,10,13,2,6,0.3,6.9,7,7,6.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,-5.889,146.02,170,60,2,200,3,25
1993,10,20,16,15,59.6,5.1,0,0,5.1,NEPAL,NEPAL: NW; INDIA:  UTTAR PRADESH,28.723,82.28,60,0,0,0,0,37
1993,11,12,13,27,28.1,4.6,0,0,4.6,INDIA,INDIA:  LATUR,18.12,76.533,60,0,0,25,1,10
1993,11,13,1,18,4.1,7,7,7,6.5,RUSSIA,RUSSIA:  KAMCHATKA,51.934,158.647,50,0,0,0,0,34
1993,11,30,20,37,12.8,5.6,6,5.6,5.2,CHINA,CHINA:  SOUTHERN XINJIANG:  SHUFU,39.263,75.533,40,0,0,4,1,18
1994,1,3,5,52,27.6,5.7,6,5.5,5.8,CHINA,CHINA:  QINGHAI PROVINCE:  GONGHE,36.028,100.104,30,0,0,5,1,8
1994,1,16,1,49,16.2,4.6,0,0,4.6,USA,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.037,150,0,0,0,0,5
1994,1,17,12,30,55.3,6.7,7,6.8,6.4,USA,CALIFORNIA:  NORTHRIDGE,34.213,-118.537,150,60,2,7000,4,18
1994,1,21,2,24,29.9,7,7,7.2,6.2,INDONESIA,INDONESIA:  KAU,1.015,127.733,170,9,1,300,3,20
1994,2,3,9,5,4.2,5.8,6,5.5,5.4,USA,WYOMING:  AFTON,42.762,-110.976,150,0,0,0,0,8
1994,2,5,23,34,9.9,6.2,6,6,5.8,UGANDA,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",0.593,30.037,10,7,1,0,2,14
1994,2,15,17,7,43.8,6.9,7,7,5.9,INDONESIA,"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG",-4.967,104.302,60,207,3,2000,4,23
1994,2,23,8,2,4.7,6.1,6,6.1,6.1,IRAN,IRAN:  SISTAN,30.853,60.596,140,6,1,0,3,6
1994,3,1,3,49,0.8,6.1,6,6,5.8,IRAN,IRAN:  SOUTHERN:  FIRUZABAD,29.096,52.617,140,2,1,50,1,13
1994,3,2,3,38,3.8,5.4,5,5,5.2,HAITI,HAITI: SAINT-LOUIS DU NORD,19.803,-72.799,90,4,1,0,0,59
1994,3,9,23,28,6.7,7.6,8,0,6.6,FIJI,FIJI ISLANDS,-18.039,-178.413,170,0,0,0,0,563
1994,4,8,1,10,40.8,6.4,6,6.3,6,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.608,143.683,30,0,0,0,0,13
1994,5,1,12,0,35.7,6.1,6,6.3,6,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ",36.901,67.163,40,160,3,0,0,19
1994,5,24,4,0,42.1,6.5,6,6.7,6.2,TAIWAN,TAIWAN,23.959,122.448,30,0,0,0,0,16
1994,6,2,18,17,34,7.8,8,7.2,5.7,INDONESIA,INDONESIA:  JAVA,-10.477,112.835,60,0,1,0,0,18
1994,6,3,21,6,59.8,6.6,7,6.4,6.1,INDONESIA,INDONESIA:  JAVA,-10.362,112.892,60,0,0,0,0,26
1994,6,4,0,57,50.6,6.5,6,6.3,6,INDONESIA,INDONESIA:  JAVA,-10.777,113.366,60,0,0,0,0,11
1994,6,5,1,9,30.1,6.4,6,6.6,6.1,TAIWAN,"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",24.511,121.905,30,1,1,2,1,11
1994,6,5,1,45,2.7,6.1,6,6.3,5.7,INDONESIA,INDONESIA:  JAVA,-10.341,113.369,60,0,0,0,0,17
1994,6,6,20,47,40.5,6.8,7,6.6,6.4,COLOMBIA,"COLOMBIA:  CAUCA, HUILA",2.917,-76.057,160,650,3,0,0,12
1994,6,9,0,33,16.2,8.2,8,0,7,BOLIVIA,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",-13.841,-67.553,160,5,1,0,3,631
1994,6,18,3,25,15.8,6.8,7,7.1,6.2,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-42.963,171.658,170,0,0,0,0,14
1994,6,20,9,9,2.9,5.9,6,5.7,5.9,IRAN,"IRAN:  FIRUZABAD, SHIRAZ",28.968,52.614,140,3,1,100,2,9
1994,8,18,1,13,5.7,5.9,6,5.9,5.7,ALGERIA,ALGERIA:  MASCARA,35.52,-0.106,15,171,3,0,0,9
1994,9,1,15,15,53,7,7,7,6.6,USA,CALIFORNIA:  NORTH:  HONEYDEW,40.402,-125.68,150,0,0,0,0,10
1994,10,4,13,22,55.8,8.3,8,8.1,7.3,RUSSIA,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,50,11,1,382,3,14
1994,10,8,21,44,7.2,6.8,7,6.8,6.4,INDONESIA,INDONESIA:  HALMAHERA,-1.258,127.98,170,1,1,52,2,17
1994,10,9,7,55,39.5,7.3,7,7.1,6.5,RUSSIA,RUSSIA:  KURIL ISLANDS,43.905,147.916,50,0,0,0,0,33
1994,11,14,19,15,30.6,7.1,7,7.1,6.1,PHILIPPINES,PHILIPPINES:  MINDORO,13.525,121.067,170,81,2,225,3,32
1994,12,26,14,10,29.1,5.5,6,5,5.1,USA,"CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,150,0,0,0,0,23
1994,12,28,12,19,23,7.8,8,7.5,6.4,JAPAN,JAPAN:  HONSHU,40.525,143.419,30,3,1,200,3,27
1994,12,31,2,57,20.8,5.3,5,5.3,5.7,CHINA,"CHINA:  GUANGXI PROVINCE, GUANDONG PROVINCE",20.524,109.33,30,0,0,360,3,33
1995,1,16,20,46,52.1,6.9,7,6.8,6.3,JAPAN,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,30,5502,4,36896,4,22
1995,1,19,15,5,3.4,6.5,6,6.6,6.3,COLOMBIA,"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",5.05,-72.916,160,7,1,0,2,17
1995,2,5,22,51,5.1,7.1,7,7.5,6.5,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,-37.759,178.752,170,0,0,0,0,21
1995,2,8,18,40,25.3,6.4,6,0,6.3,COLOMBIA,"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA",4.104,-76.622,160,45,1,400,3,74
1995,2,23,21,3,1.3,5.9,6,5.7,5.8,CYPRUS,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,130,2,1,5,1,10
1995,3,19,23,53,14.9,6.9,7,7.1,6.2,INDONESIA,INDONESIA:  IRIAN JAYA REGION,-4.183,135.109,170,0,0,0,0,33
1995,4,1,3,49,33.5,5.4,5,4.9,5.8,JAPAN,"JAPAN:  NIIGATA PREFECTURE, SADO",37.925,139.186,30,0,0,0,0,11
1995,4,7,22,6,56.8,7.4,7,8,6.8,SAMOA,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,-15.199,-173.529,170,0,0,0,0,21
1995,4,21,0,34,46,7.2,7,7.3,6.3,PHILIPPINES,PHILIPPINES:  SAMAR,12.059,125.58,170,0,0,0,0,21
1995,4,21,5,17,1.3,6.8,7,6.9,5.6,PHILIPPINES,PHILIPPINES:  SAMAR,12.047,125.92,170,0,0,0,0,23
1995,5,13,8,47,12.7,6.6,7,6.6,6.2,GREECE,"GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,130,0,0,25,1,14
1995,5,14,11,33,21.1,6.9,7,6.9,6.2,INDONESIA,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.049,60,0,0,0,0,13
1995,5,16,20,12,44.2,7.7,0,7.7,6.9,NEW CALEDONIA,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,-23.008,169.9,170,0,0,0,0,20
1995,5,27,13,3,52.6,7.1,0,7.1,6.7,RUSSIA,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,50,1989,4,750,3,11
1995,6,15,0,15,48.7,6.5,6,6.5,6.1,GREECE,"GREECE:  AIYION, ERATINI",38.401,22.283,130,26,1,60,2,14
1995,7,11,21,46,39.7,6.8,7,7.1,6.1,CHINA,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",21.966,99.196,30,11,1,136,3,13
1995,7,21,22,44,4.5,5.6,6,5.4,5.7,CHINA,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",36.427,103.123,30,14,1,60,1,13
1995,7,30,5,11,23.6,8,8,7.3,6.6,CHILE,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,160,3,1,58,2,46
1995,8,16,10,27,28.6,7.7,8,7.8,6.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.799,154.178,170,0,0,0,0,30
1995,9,14,14,4,31.4,7.4,7,7.2,6.4,MEXICO,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",16.779,-98.597,150,3,1,100,2,23
1995,10,1,15,57,16.2,6.4,6,6.2,5.8,TURKEY,"TURKEY:   DINAR, EVCILER",38.063,30.134,140,95,2,348,3,33
1995,10,3,1,51,23.9,7,7,7,6.5,ECUADOR,ECUADOR:  QUITO,-2.75,-77.881,160,2,1,5,1,24
1995,10,6,5,23,18.5,6,6,5.8,5.7,USA,ALASKA:  FAIRBANKS NORTH STAR COUNTY,65.17,-148.565,150,0,0,0,0,9
1995,10,6,18,9,45.9,6.8,7,6.9,5.8,INDONESIA,"INDONESIA:  SUMATERA, JAMBI PROVINCE",-2.045,101.436,60,84,2,1868,4,33
1995,10,9,15,35,53.9,8,8,7.4,6.6,MEXICO,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",19.055,-104.205,150,49,2,200,3,33
1995,10,18,10,37,26.3,7.1,7,6.9,6.4,JAPAN,JAPAN:  RYUKU IS.,27.929,130.175,30,0,0,1,1,28
1995,10,19,2,41,36.1,6.8,7,6.9,6.3,JAPAN,JAPAN:  RYUKU IS.,28.094,130.148,30,0,0,0,0,20
1995,10,23,22,46,50.8,6.2,6,6.4,5.8,CHINA,CHINA:  YUNNAN PROVINCE:  WUDING,26.003,102.227,30,81,2,800,3,10
1995,11,1,0,35,32.7,6.7,7,6.4,6.3,CHILE,CHILE:  NEAR CENTRAL COAST,-28.906,-71.417,160,0,0,0,0,20
